"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"STREAMWIDE BS";"FR0012790756";"STWDS";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"29/06/2018 09:00";"CET";"6";"0.06"
"STREIT MECANIQUE";"FR0000063976";"MLSTR";"Euronext Access Paris";"EUR";"11.80";"11.80";"11.80";"11.80";"24/01/2019 11:30";"CET";"50";"590.00"
"SUCRAF A & B";"BE0003463685";"SUCR";"Euronext Brussels";"EUR";"1.15";"1.15";"1.15";"1.15";"17/01/2019 16:30";"CET";"1050";"1207.50"
"SUEZ";"FR0010613471";"SEV";"Euronext Paris, Brussels";"EUR";"12.035";"12.06";"11.795";"11.80";"22/03/2019 17:35";"CET";"2493440";"29530655.875"
"SUEZ ENV NV19";"FR0013391869";"SEVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SUMO RESOURCES PLC";"GB00B8GJBS16";"MLSUM";"Euronext Access Paris";"EUR";"0.023";"0.023";"0.023";"0.023";"15/03/2019 13:51";"CET";"42647";"980.89"
"SUPERSONIC IMAGINE";"FR0010526814";"SSI";"Euronext Paris";"EUR";"1.03";"1.04";"1.02";"1.034";"22/03/2019 15:15";"CET";"14857";"15292.23"
"SWISSFINTECINVEST";"CH0309050059";"MLSFI";"Euronext Access Paris";"EUR";"0.26";"0.278";"0.26";"0.278";"21/03/2019 16:30";"CET";"776";"210.76"
"SWORD GROUP";"FR0004180578";"SWP";"Euronext Paris";"EUR";"33.40";"33.40";"30.15";"30.35";"22/03/2019 17:35";"CET";"30805";"988175.05"
"SYNERGIE";"FR0000032658";"SDG";"Euronext Paris";"EUR";"27.65";"28.30";"27.35";"27.40";"22/03/2019 17:35";"CET";"5936";"165267.65"
"TAKEAWAY";"NL0012015705";"TKWY";"Euronext Amsterdam";"EUR";"68.10";"68.70";"65.50";"65.50";"22/03/2019 17:38";"CET";"114130";"7599198.40"
"TARKETT";"FR0004188670";"TKTT";"Euronext Paris";"EUR";"19.20";"19.20";"18.38";"18.44";"22/03/2019 17:35";"CET";"47990";"893935.49"
"TAYNINH";"FR0000063307";"TAYN";"Euronext Paris";"EUR";"1.36";"1.36";"1.36";"1.36";"28/11/2018 16:51";"CET";"2600";"3536.00"
"TEAM";"FR0000033466";"MLTEA";"Euronext Access Paris";"EUR";"324.00";"324.00";"324.00";"324.00";"04/01/2019 11:30";"CET";"2";"648.00"
"TECHNICOLOR";"FR0010918292";"TCH";"Euronext Paris";"EUR";"1.159";"1.168";"1.094";"1.095";"22/03/2019 17:35";"CET";"2028094";"2275506.239"
"TECHNIPFMC";"GB00BDSFG982";"FTI";"Euronext Paris";"EUR";"21.20";"21.39";"20.13";"20.23";"22/03/2019 17:38";"CET";"1924522";"39584765.61"
"TECHNOFIRST";"FR0011651819";"ALFST";"Euronext Growth Paris";"EUR";"0.174";"0.174";"0.174";"0.174";"19/03/2019 11:30";"CET";"1150";"200.10"
"TEIXEIRA DUARTE";"PTTD10AM0000";"TDSA";"Euronext Lisbon";"EUR";"0.159";"0.159";"0.145";"0.1515";"22/03/2019 22:35";"BST";"1218492";"184101.764"
"TELECOM ITALIA SPA";"IT0003497168";"TIT";"Traded not listed Brussels";"EUR";"0.5176";"0.5176";"0.5176";"0.5176";"22/03/2019 09:00";"CET";"2000";"1035.20"
"TELEFONICA";"ES0178430E18";"TFA";"Traded not listed Brussels";"EUR";"7.849";"7.85";"7.724";"7.724";"20/03/2019 14:20";"CET";"3786";"29684.40"
"TELENET GROUP";"BE0003826436";"TNET";"Euronext Brussels";"EUR";"43.10";"43.28";"42.36";"42.40";"22/03/2019 17:35";"CET";"193634";"8251380.64"
"TELEPERFORMANCE";"FR0000051807";"TEP";"Euronext Paris";"EUR";"164.80";"165.30";"161.40";"162.00";"22/03/2019 17:35";"CET";"180123";"29252446.80"
"TELEVERBIER";"CH0008175645";"TVRB";"Euronext Paris";"EUR";"40.20";"40.20";"40.20";"40.20";"20/03/2019 11:30";"CET";"30";"1206.00"
"TELEVISTA";"FR0011076595";"MLVST";"Euronext Access Paris";"EUR";"5.85";"5.85";"5.85";"5.85";"04/01/2019 16:30";"CET";"3";"17.55"
"TER BEKE";"BE0003573814";"TERB";"Euronext Brussels";"EUR";"136.50";"136.50";"135.50";"135.50";"22/03/2019 17:20";"CET";"190";"25796.50"
"TERREIS";"FR0010407049";"TER";"Euronext Paris";"EUR";"56.40";"56.60";"56.40";"56.60";"22/03/2019 17:35";"CET";"6615";"374078.60"
"TESCO PLC";"GB0008847096";"TCO";"Euronext Dublin";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"TESSENDERLO";"BE0003555639";"TESB";"Euronext Brussels";"EUR";"31.50";"31.70";"30.85";"30.85";"22/03/2019 17:35";"CET";"51070";"1597952.45"
"TESSI";"FR0004529147";"TES";"Euronext Paris";"EUR";"121.50";"122.50";"120.50";"122.50";"22/03/2019 17:35";"CET";"82";"9962.00"
"TETRAGON FIN GRP";"GG00B1RMC548";"TFG";"Euronext Amsterdam";"USD";"12.90";"12.95";"12.75";"12.75";"22/03/2019 17:18";"CET";"6405";"82494.50"
"TEXAF";"BE0974263924";"TEXF";"Euronext Brussels";"EUR";"30.60";"30.90";"30.60";"30.70";"22/03/2019 16:31";"CET";"424";"13003.60"
"TF1";"FR0000054900";"TFI";"Euronext Paris";"EUR";"8.605";"8.605";"8.345";"8.39";"22/03/2019 17:35";"CET";"407642";"3431491.68"
"TF1 NV19";"FR0013381456";"TFINV";"Euronext Paris";"EUR";"8.37";"8.37";"8.37";"8.37";"20/03/2019 11:30";"CET";"300";"2511.00"
"TFF GROUP";"FR0013295789";"TFF";"Euronext Paris";"EUR";"39.20";"39.30";"39.00";"39.20";"22/03/2019 17:35";"CET";"3577";"140214.90"
"THALES";"FR0000121329";"HO";"Euronext Paris";"EUR";"108.50";"108.85";"105.25";"105.70";"22/03/2019 17:35";"CET";"249178";"26450334.85"
"THALES NV19";"FR0013391802";"HONV";"Euronext Paris";"EUR";"105.00";"105.00";"104.10";"104.10";"22/03/2019 16:30";"CET";"114";"11921.40"
"THE BLOCKCHAIN GP";"FR0011053636";"ALTBG";"Euronext Growth Paris";"EUR";"0.15";"0.1518";"0.1412";"0.1442";"22/03/2019 17:35";"CET";"169044";"24357.4396"
"THE NAVIGATOR COMP";"PTPTI0AM0006";"NVG";"Euronext Lisbon";"EUR";"4.228";"4.238";"4.054";"4.072";"22/03/2019 22:35";"BST";"1804416";"7422253.362"
"THERACLION";"FR0010120402";"ALTHE";"Euronext Growth Paris";"EUR";"0.776";"0.776";"0.704";"0.708";"22/03/2019 17:23";"CET";"36011";"26278.842"
"THERADIAG";"FR0004197747";"ALTER";"Euronext Growth Paris";"EUR";"1.105";"1.11";"1.06";"1.09";"22/03/2019 16:13";"CET";"13372";"14634.445"
"THERADIAG BSAR";"FR0013260973";"ALTBS";"Euronext Growth Paris";"EUR";"0.0036";"0.0098";"0.0036";"0.0036";"22/03/2019 15:14";"CET";"3016";"13.195"
"THERANEXUS";"FR0013286259";"ALTHX";"Euronext Growth Paris";"EUR";"5.651";"5.779";"5.651";"5.75";"22/03/2019 17:35";"CET";"217";"1252.001"
"THERMADOR GROUPE";"FR0013333432";"THEP";"Euronext Paris";"EUR";"48.90";"49.00";"48.20";"48.90";"22/03/2019 17:35";"CET";"1143";"55666.60"
"THUNDERBIRD";"VGG885761061";"TBIRD";"Euronext Amsterdam";"USD";"0.128";"0.128";"0.105";"0.105";"22/03/2019 17:35";"CET";"37205";"4070.87"
"TIE KINETIX";"NL0010389508";"TIE";"Euronext Amsterdam";"EUR";"7.20";"7.40";"7.20";"7.40";"22/03/2019 17:35";"CET";"52";"377.40"
"TIKEHAU CAPITAL";"FR0013230612";"TKO";"Euronext Paris";"EUR";"20.80";"20.90";"20.20";"20.20";"22/03/2019 17:35";"CET";"8404";"173628.20"
"TINC";"BE0974282148";"TINC";"Euronext Brussels";"EUR";"12.15";"12.20";"12.05";"12.05";"22/03/2019 17:35";"CET";"14220";"172385.85"
"TIPIAK";"FR0000066482";"TIPI";"Euronext Paris";"EUR";"75.00";"76.00";"75.00";"76.00";"22/03/2019 16:30";"CET";"29";"2195.00"
"TISCALI";"IT0004513666";"TISN";"Traded not listed Brussels";"EUR";"0.0209";"0.0209";"0.0209";"0.0209";"18/03/2019 09:15";"CET";"1000";"20.90"
"TIVOLY";"FR0000060949";"TVLY";"Euronext Paris";"EUR";"30.00";"30.00";"29.00";"29.00";"22/03/2019 16:36";"CET";"141";"4148.40"
"TKH GROUP";"NL0000852523";"TWEKA";"Euronext Amsterdam";"EUR";"43.60";"43.88";"41.86";"42.04";"22/03/2019 17:35";"CET";"162307";"6073232.36"
"TOMTOM";"NL0000387058";"TOM2";"Euronext Amsterdam";"EUR";"7.65";"7.65";"7.422";"7.474";"22/03/2019 17:35";"CET";"688409";"5158822.598"
"TOOLUX SANDING";"LU0394945660";"ALTLX";"Euronext Growth Paris";"EUR";"1.60";"1.60";"1.60";"1.60";"25/03/2015 15:30";"CET";"1650";"2640.00"
"TOQUEBLANCHEMONDE";"FR0011668821";"MLTBM";"Euronext Access Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"04/12/2018 16:30";"CET";"359";"646.20"
"TOTAL";"FR0000120271";"FP";"Euronext Paris, Brussels";"EUR";"50.38";"50.44";"49.425";"49.43";"22/03/2019 17:38";"CET";"8255664";"410357286.46"
"TOTAL GABON";"GA0000121459";"EC";"Euronext Paris";"EUR";"133.50";"135.00";"133.00";"135.00";"22/03/2019 17:35";"CET";"120";"16012.50"
"TOTAL PRODUCE PLC";"IE00B1HDWM43";"T7O";"Euronext Growth Dublin";"EUR";"1.76";"1.765";"1.69";"1.73";"21/03/2019 16:30";"UTC";"2832979";"4872646.28"
"TOUAX";"FR0000033003";"TOUP";"Euronext Paris";"EUR";"4.40";"4.42";"4.36";"4.36";"22/03/2019 17:17";"CET";"1658";"7266.60"
"TOUPARGEL GROUPE";"FR0000039240";"TOU";"Euronext Paris";"EUR";"0.855";"0.875";"0.85";"0.85";"22/03/2019 17:35";"CET";"401";"347.855"
"TOUR EIFFEL";"FR0000036816";"EIFF";"Euronext Paris";"EUR";"40.40";"40.70";"40.40";"40.50";"22/03/2019 17:35";"CET";"1396";"56514.10"
"TOUTABO";"FR0010621722";"MLABO";"Euronext Access Paris";"EUR";"1.01";"1.01";"1.01";"1.01";"29/01/2019 11:37";"CET";"80";"80.80"
"TOYOTA CAETANO";"PTSCT0AP0018";"SCT";"Euronext Lisbon";"EUR";"2.80";"2.90";"2.80";"2.90";"22/03/2019 21:30";"BST";"4977";"13935.70"
"TPSH";"FR0011040690";"MLPSH";"Euronext Access Paris";"EUR";"0.191";"0.191";"0.191";"0.191";"17/12/2018 11:30";"CET";"3070";"586.37"
"TRAMWAYS DE ROUEN";"FR0000031866";"MLTRA";"Euronext Access Paris";"EUR";"3200.00";"3200.00";"3200.00";"3200.00";"21/03/2019 11:30";"CET";"2";"6400.00"
"TRANSGENE";"FR0005175080";"TNG";"Euronext Paris";"EUR";"3.01";"3.07";"2.925";"2.99";"22/03/2019 17:28";"CET";"75368";"224597.715"
"TRAQUEUR";"FR0004043487";"ALTRA";"Euronext Growth Paris";"EUR";"1.06";"1.06";"1.06";"1.06";"22/03/2019 11:30";"CET";"1";"1.06"
"TRIGANO";"FR0005691656";"TRI";"Euronext Paris";"EUR";"78.40";"79.75";"75.45";"75.80";"22/03/2019 17:35";"CET";"72132";"5579564.60"
"TRILOGIQ";"FR0010397901";"ALTRI";"Euronext Growth Paris";"EUR";"4.10";"4.10";"4.10";"4.10";"22/03/2019 16:30";"CET";"817";"3349.70"
"TROC ILE";"FR0000031106";"MLTRO";"Euronext Access Paris";"EUR";"4.48";"4.48";"4.48";"4.48";"18/02/2019 16:30";"CET";"1";"4.48"
"TROIS CHENES";"FR0000076481";"MLTRC";"Euronext Access Paris";"EUR";"15.40";"15.40";"15.40";"15.40";"20/03/2019 11:30";"CET";"60";"924.00"
"TRONICS";"FR0004175099";"ALTRO";"Euronext Growth Paris";"EUR";"10.20";"10.20";"10.20";"10.20";"14/03/2019 11:30";"CET";"200";"2040.00"
"TTI";"FR0010383877";"ALTTI";"Euronext Growth Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"28/02/2019 16:30";"CET";"2";"2.90"
"TUBIZE-FIN";"BE0003823409";"TUB";"Euronext Brussels";"EUR";"63.50";"63.70";"62.50";"62.60";"22/03/2019 17:35";"CET";"4749";"299660.90"
"TULLOW OIL PLC";"GB0001500809";"TQW";"Euronext Dublin";"EUR";"2.544";"2.60";"2.544";"2.60";"11/03/2019 14:21";"UTC";"2324";"6020.30"
"TXCOM";"FR0010654087";"ALTXC";"Euronext Growth Paris";"EUR";"7.25";"7.25";"7.25";"7.25";"22/03/2019 14:43";"CET";"1575";"11418.75"
"U&I LEARNING";"BE0003847648";"UNI";"Euronext Access Brussels";"EUR";"2.10";"2.10";"2.10";"2.10";"20/03/2019 14:49";"CET";"312";"655.20"
"U10";"FR0000079147";"ALU10";"Euronext Growth Paris";"EUR";"1.76";"1.785";"1.76";"1.765";"22/03/2019 17:35";"CET";"6745";"11949.055"
"UBISOFT ENTERTAIN";"FR0000054470";"UBI";"Euronext Paris";"EUR";"81.72";"82.98";"79.38";"79.50";"22/03/2019 17:35";"CET";"586038";"47273643.06"
"UCAR";"FR0011070457";"ALUCR";"Euronext Growth Paris";"EUR";"16.70";"16.70";"16.70";"16.70";"22/03/2019 09:00";"CET";"1";"16.70"
"UCARE SERVICES BEL";"BE0003838555";"PNSB";"Euronext Access Brussels";"EUR";"1.02";"1.02";"1.02";"1.02";"21/03/2019 16:30";"CET";"1600";"1632.00"
"UCB";"BE0003739530";"UCB";"Euronext Brussels";"EUR";"76.94";"76.94";"75.28";"75.80";"22/03/2019 17:35";"CET";"313360";"23781375.34"
"UMALIS GROUP";"FR0011776889";"MLUMG";"Euronext Access Paris";"EUR";"7.35";"7.35";"7.35";"7.35";"22/03/2019 11:30";"CET";"606";"4454.10"
"UMANIS";"FR0013263878";"ALUMS";"Euronext Growth Paris";"EUR";"8.16";"8.20";"8.16";"8.16";"22/03/2019 16:50";"CET";"439";"3590.78"
"UMICORE";"BE0974320526";"UMI";"Euronext Brussels";"EUR";"41.15";"41.33";"40.09";"40.28";"22/03/2019 17:35";"CET";"587466";"23757489.91"
"UN TOIT POUR TOI";"FR0013180189";"MLUTP";"Euronext Access Paris";"EUR";"8.50";"8.50";"8.50";"8.50";"15/02/2019 11:30";"CET";"110";"935.00"
"UNI.METALG.HT-SEI.";"FR0005783503";"MLUMH";"Euronext Access Paris";"EUR";"43.80";"44.00";"43.80";"44.00";"22/02/2018 16:30";"CET";"70";"3066.20"
"UNIBAIL-RODAMCO-WE";"FR0013326246";"URW";"Euronext Amsterdam, Paris";"EUR";"153.42";"154.00";"150.88";"152.14";"22/03/2019 17:35";"CET";"724024";"110055992.26"
"UNIBEL";"FR0000054215";"UNBL";"Euronext Paris";"EUR";"740.00";"740.00";"740.00";"740.00";"22/03/2019 16:30";"CET";"7";"5180.00"
"UNILEVER DR";"NL0000009355";"UNA";"Euronext Amsterdam";"EUR";"51.30";"51.37";"50.84";"51.08";"22/03/2019 17:35";"CET";"4189420";"214027317.23"
"UNILEVER OS";"NL0000388619";"UNIA";"Euronext Amsterdam";"EUR";"51.20";"51.20";"50.60";"51.20";"22/03/2019 17:35";"CET";"4599";"235110.00"
"UNION FIN.FRANCE";"FR0000034548";"UFF";"Euronext Paris";"EUR";"21.40";"21.40";"20.70";"20.70";"22/03/2019 17:35";"CET";"2362";"49859.40"
"UNION PAC CORP";"US9078181081";"UNPA";"Traded not listed Brussels";"USD";"104.55";"104.55";"104.55";"104.55";"22/12/2016 16:30";"CET";"78";"8154.90"
"UNION TECH.INFOR.";"FR0000074197";"FPG";"Euronext Paris";"EUR";"0.59";"0.60";"0.562";"0.562";"22/03/2019 17:14";"CET";"16975";"9874.394"
"UNITI";"FR0012709160";"MLUNT";"Euronext Access Paris";"EUR";"3.08";"3.08";"3.08";"3.08";"13/03/2019 11:30";"CET";"1";"3.08"
"UPERGY";"FR0010337865";"ALUPG";"Euronext Growth Paris";"EUR";"5.10";"5.10";"5.05";"5.05";"22/03/2019 12:10";"CET";"61";"310.60"
"UV GERMI";"FR0011898584";"ALUVI";"Euronext Growth Paris";"EUR";"3.96";"3.96";"3.96";"3.96";"22/03/2019 10:12";"CET";"101";"399.96"
"V LANSCHOT KEMPEN";"NL0000302636";"VLK";"Euronext Amsterdam";"EUR";"21.40";"21.40";"20.25";"20.65";"22/03/2019 17:35";"CET";"36458";"759668.15"
"VAA VISTA ALEGRE";"PTVAA0AM0019";"VAF";"Euronext Lisbon";"EUR";"1.45";"1.45";"1.45";"1.45";"20/03/2019 21:30";"BST";"1176";"1705.20"
"VALBIOTIS";"FR0013254851";"ALVAL";"Euronext Growth Paris";"EUR";"4.10";"4.12";"4.06";"4.12";"22/03/2019 15:18";"CET";"750";"3074.90"
"VALE";"US91912E1055";"VALE3";"Euronext Paris";"EUR";"12.00";"12.00";"12.00";"12.00";"22/03/2019 09:30";"CET";"10";"120.00"
"VALEO";"FR0013176526";"FR";"Euronext Paris";"EUR";"27.37";"27.57";"26.10";"26.19";"22/03/2019 17:39";"CET";"2662854";"70600128.33"
"VALLOUREC";"FR0000120354";"VK";"Euronext Paris";"EUR";"2.224";"2.238";"2.153";"2.21";"22/03/2019 17:37";"CET";"6440226";"14172716.897"
"VALNEVA";"FR0004056851";"VLA";"Euronext Paris";"EUR";"3.555";"3.555";"3.48";"3.48";"22/03/2019 17:35";"CET";"102501";"360069.825"
"VALNEVA PREF";"FR0011472943";"VLAP";"Euronext Paris";"EUR";"0.0795";"0.0825";"0.0795";"0.0795";"22/03/2019 16:15";"CET";"5487";"446.1165"
"VALONEO";"FR0012833770";"MLVAL";"Euronext Access Paris";"EUR";"14.30";"14.30";"14.30";"14.30";"25/09/2018 16:30";"CET";"10";"143.00"
"VALUE8";"NL0010661864";"VALUE";"Euronext Amsterdam";"EUR";"5.58";"5.60";"5.46";"5.56";"22/03/2019 17:26";"CET";"3716";"20720.80"
"VALUE8 CUM PREF";"NL0009875483";"PREVA";"Euronext Amsterdam";"EUR";"26.98";"26.98";"26.98";"26.98";"13/03/2019 14:05";"CET";"265";"7149.70"
"VAN DE VELDE";"BE0003839561";"VAN";"Euronext Brussels";"EUR";"29.55";"29.90";"29.35";"29.85";"22/03/2019 17:35";"CET";"7880";"233658.40"
"VASTNED";"NL0000288918";"VASTN";"Euronext Amsterdam";"EUR";"34.45";"34.75";"33.85";"34.00";"22/03/2019 17:35";"CET";"25571";"873360.85"
"VASTNED RETAIL BEL";"BE0003754687";"VASTB";"Euronext Brussels";"EUR";"47.50";"48.40";"47.40";"48.40";"22/03/2019 15:18";"CET";"3957";"188872.80"
"VELCAN HOLDINGS";"FR0010245803";"ALVEL";"Euronext Growth Paris";"EUR";"7.72";"7.72";"7.70";"7.70";"22/03/2019 16:24";"CET";"882";"6796.40"
"VENN LIFE SCIENCES";"GB00B9275X97";"CRO";"Euronext Growth Dublin";"EUR";"0.035";"0.035";"0.035";"0.035";"21/02/2019 10:33";"UTC";"5000";"175.00"
"VENTE UNIQUE.COM";"FR0010766667";"ALVU";"Euronext Growth Paris";"EUR";"4.81";"4.81";"4.80";"4.80";"22/03/2019 11:27";"CET";"4637";"22268.1645"
"VEOLIA ENVIRON.";"FR0000124141";"VIE";"Euronext Paris";"EUR";"20.20";"20.27";"19.89";"19.965";"22/03/2019 17:39";"CET";"2189997";"43798318.88"
"VEON";"BMG9349W1038";"VEON";"Euronext Amsterdam";"EUR";"2.30";"2.32";"2.24";"2.24";"22/03/2019 17:35";"CET";"31411";"71079.02"
"VERGNET";"FR0004155240";"ALVER";"Euronext Growth Paris";"EUR";"0.274";"0.274";"0.266";"0.27";"22/03/2019 17:35";"CET";"92006";"24786.4855"
"VERGNET BSA";"FR0013328689";"VERBS";"Euronext Growth Paris";"EUR";"0.0181";"0.0181";"0.0181";"0.0181";"22/03/2019 09:44";"CET";"37";"0.6697"
"VERIZON COMM.";"US92343V1044";"VERIZ";"Traded not listed Brussels";"USD";"34.91";"34.91";"34.91";"34.91";"05/03/2012 16:30";"CET";"328";"11450.48"
"VERNEUIL FINANCE";"FR0000062465";"VRNL";"Euronext Paris";"EUR";"1.53";"1.53";"1.53";"1.53";"22/03/2019 11:33";"CET";"730";"1116.90"
"VERNEY CARRON";"FR0006174496";"MLVER";"Euronext Access Paris";"EUR";"11.60";"11.60";"11.60";"11.60";"22/03/2019 11:35";"CET";"30";"348.00"
"VETOQUINOL";"FR0004186856";"VETO";"Euronext Paris";"EUR";"57.80";"57.80";"57.00";"57.40";"22/03/2019 17:35";"CET";"613";"35086.00"
"VGP";"BE0003878957";"VGP";"Euronext Brussels";"EUR";"71.40";"73.40";"71.40";"72.00";"22/03/2019 17:35";"CET";"11221";"812459.00"
"VIALIFE";"FR0010326090";"ALVIA";"Euronext Growth Paris";"EUR";"20.00";"20.00";"20.00";"20.00";"24/12/2018 11:30";"CET";"1";"20.00"
"VICAT";"FR0000031775";"VCT";"Euronext Paris";"EUR";"42.94";"43.06";"42.70";"42.90";"22/03/2019 17:35";"CET";"28791";"1235149.92"
"VIDELIO";"FR0000066680";"VDLO";"Euronext Paris";"EUR";"1.71";"1.71";"1.71";"1.71";"22/03/2019 09:00";"CET";"1";"1.71"
"VIEL ET COMPAGNIE";"FR0000050049";"VIL";"Euronext Paris";"EUR";"5.04";"5.20";"4.56";"4.95";"22/03/2019 17:01";"CET";"15280";"76038.63"
"VILMORIN & CIE";"FR0000052516";"RIN";"Euronext Paris";"EUR";"49.40";"49.95";"48.05";"48.50";"22/03/2019 17:35";"CET";"7240";"353987.60"
"VINCI";"FR0000125486";"DG";"Euronext Paris";"EUR";"86.08";"86.20";"84.68";"84.84";"22/03/2019 17:38";"CET";"1710972";"145620384.96"
"VINCI NV19";"FR0013398161";"DGNV";"Euronext Paris";"EUR";"83.94";"83.94";"83.94";"83.94";"22/03/2019 11:30";"CET";"30";"2518.20"
"VIOHALCO";"BE0974271034";"VIO";"Euronext Brussels";"EUR";"3.185";"3.27";"3.11";"3.255";"22/03/2019 17:35";"CET";"53387";"171499.39"
"VIRBAC";"FR0000031577";"VIRP";"Euronext Paris";"EUR";"138.00";"138.00";"133.80";"134.40";"22/03/2019 17:35";"CET";"4202";"567190.40"
"VISIATIV";"FR0004029478";"ALVIV";"Euronext Growth Paris";"EUR";"24.00";"24.25";"22.70";"22.85";"22/03/2019 17:35";"CET";"9534";"221724.55"
"VISIO NERF";"FR0010033480";"MLVIS";"Euronext Access Paris";"EUR";"1.74";"1.74";"1.74";"1.74";"21/03/2019 11:30";"CET";"490";"852.60"
"VISIODENT";"FR0000065765";"SDT";"Euronext Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"22/03/2019 11:30";"CET";"60";"138.00"
"VISIOMED BSA18T2.3";"FR0013365277";"VMGBW";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VISIOMED BSA18T2.4";"FR0013372471";"VMGBX";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VISIOMED BSA2018-1";"FR0013322724";"VMGBS";"Euronext Growth Paris";"EUR";"0.0058";"0.0058";"0.0058";"0.0058";"22/03/2019 14:39";"CET";"10613";"61.5554"
"VISIOMED BSA2018-2";"FR0013352317";"VMGBU";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VISIOMED BSA2018-3";"FR0013356441";"VMGBV";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VISIOMED GROUP";"FR0011067669";"ALVMG";"Euronext Growth Paris";"EUR";"0.0497";"0.05";"0.049";"0.049";"22/03/2019 17:35";"CET";"1977393";"97282.0723"
"VISIOMEDBSA26OCT23";"FR0013321817";"VMGBT";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VIVENDI";"FR0000127771";"VIV";"Euronext Paris";"EUR";"25.98";"26.03";"25.49";"25.51";"22/03/2019 17:35";"CET";"3680953";"94420182.44"
"VIVENDI NV19";"FR0013384070";"VIVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VOGO";"FR0011532225";"ALVGO";"Euronext Growth Paris";"EUR";"7.94";"8.00";"7.94";"8.00";"22/03/2019 17:35";"CET";"77";"614.56"
"VOLKERWESSELS";"NL0012294466";"KVW";"Euronext Amsterdam";"EUR";"19.17";"19.27";"18.36";"18.41";"22/03/2019 17:35";"CET";"105595";"1967028.78"
"VOLKSWAGEN";"DE0007664005";"VWA";"Traded not listed Brussels";"EUR";"147.20";"147.60";"143.60";"143.60";"22/03/2019 16:29";"CET";"1223";"178072.40"
"VOLKSWAGEN PREF";"DE0007664039";"VWAP";"Traded not listed Brussels";"EUR";"144.98";"144.98";"144.98";"144.98";"12/03/2019 15:40";"CET";"10";"1449.80"
"VOLTA FINANCE";"GG00B1GHHH78";"VTA";"Euronext Amsterdam";"EUR";"6.96";"7.00";"6.82";"6.82";"22/03/2019 17:24";"CET";"6330";"43855.32"
"VOLTALIA";"FR0011995588";"VLTSA";"Euronext Paris";"EUR";"9.80";"9.85";"9.32";"9.62";"22/03/2019 17:29";"CET";"17761";"170145.83"
"VOLUNTIS";"FR0004183960";"VTX";"Euronext Paris";"EUR";"5.72";"5.72";"5.30";"5.30";"22/03/2019 16:06";"CET";"1523";"8285.445"
"VOPAK";"NL0009432491";"VPK";"Euronext Amsterdam";"EUR";"42.36";"42.42";"41.38";"41.58";"22/03/2019 17:35";"CET";"368900";"15381663.40"
"VOYAGEURS DU MONDE";"FR0004045847";"ALVDM";"Euronext Growth Paris";"EUR";"125.50";"126.00";"122.00";"124.50";"22/03/2019 17:35";"CET";"728";"90636.50"
"VR EDUCATION HOLD.";"IE00BG0HDR01";"6VR";"Euronext Growth Dublin";"EUR";"0.12";"0.12";"0.12";"0.12";"21/02/2019 10:20";"UTC";"930";"107.61"
"VRANKEN-POMMERY";"FR0000062796";"VRAP";"Euronext Paris, Brussels";"EUR";"23.30";"23.30";"23.10";"23.10";"22/03/2019 17:29";"CET";"1302";"30144.30"
"WALLIX";"FR0010131409";"ALLIX";"Euronext Growth Paris";"EUR";"10.20";"10.25";"9.90";"10.25";"22/03/2019 17:35";"CET";"3974";"39930.82"
"WAREHOUSES";"BE0003734481";"WEB";"Euronext Brussels";"EUR";"53.50";"54.00";"53.00";"53.00";"22/03/2019 12:23";"CET";"747";"39826.50"
"WAVESTONE";"FR0013357621";"WAVE";"Euronext Paris";"EUR";"27.80";"27.80";"27.05";"27.50";"22/03/2019 17:35";"CET";"2504";"68554.50"
"WDP";"BE0003763779";"WDP";"Euronext Brussels, Amsterdam";"EUR";"140.20";"141.00";"138.60";"139.20";"22/03/2019 17:35";"CET";"25324";"3531359.20"
"WE.CONNECT";"FR0013079092";"ALWEC";"Euronext Growth Paris";"EUR";"12.20";"12.20";"12.10";"12.10";"22/03/2019 16:58";"CET";"492";"5984.50"
"WEACCESS GROUP";"FR0010688465";"MLWEA";"Euronext Access Paris";"EUR";"4.74";"4.74";"4.74";"4.74";"19/03/2019 11:30";"CET";"15";"71.10"
"WEBORAMA";"FR0010337444";"ALWEB";"Euronext Growth Paris";"EUR";"6.35";"6.50";"6.10";"6.30";"22/03/2019 17:35";"CET";"252";"1574.65"
